sample	gene_ref	gene	gene_length	covered_bases	percent_covered	mean_depth	max_depth
LENO-5-2-No	Irr.fa	Irr	519	394	75.9152	0.9615	2
LENO-5-2-No	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
LENO-5-2-No	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
LENO-5-2-No	fixA.fa	fixA	1051	114	10.8468	0.9743	18
LENO-5-2-No	nopE.fa	nopE	1451	0	0.0000	0.0000	0
LENO-5-2-No	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
LENO-5-2-No	nodQ.fa	nodQ	1922	49	2.5494	0.0255	1
LENO-5-2-No	nifU.fa	nifU	540	0	0.0000	0.0000	0
LENO-5-2-No	nopL.fa	nopL	1110	0	0.0000	0.0000	0
LENO-5-2-No	nifE.fa	nifE	1714	961	56.0677	2117.7900	8038
LENO-5-2-No	nodX.fa	nodX	1121	0	0.0000	0.0000	0
LENO-5-2-No	fdxB.fa	fdxB	361	293	81.1634	474.9252	1670
LENO-5-2-No	nolX.fa	nolX	1791	0	0.0000	0.0000	0
LENO-5-2-No	noeA.fa	noeA	1431	0	0.0000	0.0000	0
LENO-5-2-No	nodH.fa	nodH	802	0	0.0000	0.0000	0
LENO-5-2-No	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
LENO-7-2-Rh	noeI.fa	noeI	756	0	0.0000	0.0000	0
LENO-7-2-Rh	nodP.fa	nodP	906	106	11.6998	10.4404	125
LENO-7-2-Rh	nifT.fa	nifT	216	0	0.0000	0.0000	0
LENO-7-2-Rh	fixX.fa	fixX	297	0	0.0000	0.0000	0
LENO-7-2-Rh	nifD.fa	nifD	1532	1303	85.0522	277.3649	1039
LENO-7-2-Rh	nolG.fa	nolG	3198	127	3.9712	1.5866	114
LENO-7-2-Rh	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
LENO-7-2-Rh	fixP.fa	fixP	876	0	0.0000	0.0000	0
LENO-7-2-Rh	nifS.fa	nifS	1292	52	4.0248	0.6122	20
LENO-7-2-Rh	nolF.fa	nolF	1110	20	1.8018	0.2523	14
LENO-7-2-Rh	nifK.fa	nifK	1542	1349	87.4838	51.5525	462
LENO-7-2-Rh	fixO.fa	fixO	745	0	0.0000	0.0000	0
LENO-7-2-Rh	nifB.fa	nifB	1527	693	45.3831	82.5887	936
LENO-7-2-Rh	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
LENO-7-2-Rh	nifZ.fa	nifZ	759	151	19.8946	9.3123	103
LENO-7-2-Rh	nodF.fa	nodF	333	0	0.0000	0.0000	0
LENO-7-2-Rh	nifJ.fa	nifJ	3528	1204	34.1270	169.0437	2561
LENO-7-2-Rh	fixN.fa	fixN	1697	0	0.0000	0.0000	0
LENO-7-2-Rh	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
LENO-7-2-Rh	nifA.fa	nifA	1753	213	12.1506	16.3223	449
LENO-7-2-Rh	nodU.fa	nodU	1823	180	9.8738	0.3341	14
LENO-7-2-Rh	nolU.fa	nolU	645	517	80.1550	2.4171	18
LENO-7-2-Rh	nifY.fa	nifY	663	0	0.0000	0.0000	0
LENO-7-2-Rh	nodE.fa	nodE	1232	0	0.0000	0.0000	0
LENO-7-2-Rh	noeE.fa	noeE	1260	0	0.0000	0.0000	0
LENO-7-2-Rh	nodL.fa	nodL	612	69	11.2745	1.5915	26
LENO-7-2-Rh	nolL.fa	nolL	1191	0	0.0000	0.0000	0
LENO-7-2-Rh	nifQ.fa	nifQ	813	135	16.6052	0.1661	1
LENO-7-2-Rh	fixU.fa	fixU	258	0	0.0000	0.0000	0
LENO-7-2-Rh	nodT.fa	nodT	1521	0	0.0000	0.0000	0
LENO-7-2-Rh	nifX.fa	nifX	519	19	3.6609	1.5376	42
LENO-7-2-Rh	nodD.fa	nodD	1011	64	6.3304	0.1266	2
LENO-7-2-Rh	nfeD.fa	nfeD	1454	142	9.7662	4.5495	153
LENO-7-2-Rh	nifH.fa	nifH	997	834	83.6510	647.1605	2899
LENO-7-2-Rh	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
LENO-7-2-Rh	fixL.fa	fixL	2018	0	0.0000	0.0000	0
LENO-7-2-Rh	nopP.fa	nopP	834	120	14.3885	0.3681	3
LENO-7-2-Rh	nodS.fa	nodS	738	0	0.0000	0.0000	0
LENO-7-2-Rh	nifW.fa	nifW	421	0	0.0000	0.0000	0
LENO-7-2-Rh	nodC.fa	nodC	1409	659	46.7708	1.3066	18
LENO-7-2-Rh	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
LENO-7-2-Rh	fixC.fa	fixC	1318	0	0.0000	0.0000	0
LENO-7-2-Rh	nodB.fa	nodB	714	70	9.8039	0.3067	6
LENO-7-2-Rh	nolB.fa	nolB	597	0	0.0000	0.0000	0
LENO-7-2-Rh	nodZ.fa	nodZ	993	89	8.9627	0.3464	6
LENO-7-2-Rh	fixK.fa	fixK	812	0	0.0000	0.0000	0
LENO-7-2-Rh	nodJ.fa	nodJ	921	276	29.9674	5.5755	36
LENO-7-2-Rh	nifN.fa	nifN	1367	50	3.6576	0.1843	6
LENO-7-2-Rh	fixB.fa	fixB	1143	0	0.0000	0.0000	0
LENO-7-2-Rh	nodA.fa	nodA	699	19	2.7182	1.3591	50
LENO-7-2-Rh	nifV.fa	nifV	1225	0	0.0000	0.0000	0
LENO-7-2-Rh	nopM.fa	nopM	1746	0	0.0000	0.0000	0
LENO-7-2-Rh	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
LENO-7-2-Rh	noeB.fa	noeB	1674	0	0.0000	0.0000	0
LENO-7-2-Rh	nodI.fa	nodI	1095	552	50.4110	38.1461	330
LENO-7-2-Rh	nifM.fa	nifM	825	20	2.4242	0.3879	16
LENO-7-2-Rh	Irr.fa	Irr	519	246	47.3988	35.8516	215
LENO-7-2-Rh	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
LENO-7-2-Rh	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
LENO-7-2-Rh	fixA.fa	fixA	1051	0	0.0000	0.0000	0
LENO-7-2-Rh	nopE.fa	nopE	1451	0	0.0000	0.0000	0
LENO-7-2-Rh	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
LENO-7-2-Rh	nodQ.fa	nodQ	1922	51	2.6535	0.0390	2
LENO-7-2-Rh	nifU.fa	nifU	540	0	0.0000	0.0000	0
LENO-7-2-Rh	nopL.fa	nopL	1110	0	0.0000	0.0000	0
LENO-7-2-Rh	nifE.fa	nifE	1714	783	45.6826	40.3273	289
LENO-7-2-Rh	nodX.fa	nodX	1121	57	5.0847	0.4068	18
LENO-7-2-Rh	fdxB.fa	fdxB	361	87	24.0997	2.3767	38
LENO-7-2-Rh	nolX.fa	nolX	1791	0	0.0000	0.0000	0
LENO-7-2-Rh	noeA.fa	noeA	1431	78	5.4507	1.3487	48
LENO-7-2-Rh	nodH.fa	nodH	802	0	0.0000	0.0000	0
LENO-7-2-Rh	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
LENO-7-2-Ro	noeI.fa	noeI	756	0	0.0000	0.0000	0
LENO-7-2-Ro	nodP.fa	nodP	906	0	0.0000	0.0000	0
LENO-7-2-Ro	nifT.fa	nifT	216	0	0.0000	0.0000	0
LENO-7-2-Ro	fixX.fa	fixX	297	0	0.0000	0.0000	0
LENO-7-2-Ro	nifD.fa	nifD	1532	1286	83.9426	94.6175	434
LENO-7-2-Ro	nolG.fa	nolG	3198	0	0.0000	0.0000	0
LENO-7-2-Ro	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
LENO-7-2-Ro	fixP.fa	fixP	876	0	0.0000	0.0000	0
LENO-7-2-Ro	nifS.fa	nifS	1292	106	8.2043	0.0820	1
LENO-7-2-Ro	nolF.fa	nolF	1110	0	0.0000	0.0000	0
LENO-7-2-Ro	nifK.fa	nifK	1542	803	52.0752	30.1706	206
LENO-7-2-Ro	fixO.fa	fixO	745	0	0.0000	0.0000	0
LENO-7-2-Ro	nifB.fa	nifB	1527	390	25.5403	5.9836	75
LENO-7-2-Ro	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
LENO-7-2-Ro	nifZ.fa	nifZ	759	130	17.1278	1.0619	15
LENO-7-2-Ro	nodF.fa	nodF	333	0	0.0000	0.0000	0
LENO-7-2-Ro	nifJ.fa	nifJ	3528	263	7.4546	4.4410	144
LENO-7-2-Ro	fixN.fa	fixN	1697	0	0.0000	0.0000	0
LENO-7-2-Ro	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
LENO-7-2-Ro	nifA.fa	nifA	1753	85	4.8488	4.4324	147
LENO-7-2-Ro	nodU.fa	nodU	1823	44	2.4136	0.0483	2
LENO-7-2-Ro	nolU.fa	nolU	645	0	0.0000	0.0000	0
LENO-7-2-Ro	nifY.fa	nifY	663	0	0.0000	0.0000	0
LENO-7-2-Ro	nodE.fa	nodE	1232	0	0.0000	0.0000	0
LENO-7-2-Ro	noeE.fa	noeE	1260	0	0.0000	0.0000	0
LENO-7-2-Ro	nodL.fa	nodL	612	0	0.0000	0.0000	0
LENO-7-2-Ro	nolL.fa	nolL	1191	0	0.0000	0.0000	0
LENO-7-2-Ro	nifQ.fa	nifQ	813	111	13.6531	0.3383	5
LENO-7-2-Ro	fixU.fa	fixU	258	57	22.0930	0.8566	5
LENO-7-2-Ro	nodT.fa	nodT	1521	0	0.0000	0.0000	0
LENO-7-2-Ro	nifX.fa	nifX	519	107	20.6166	2.3449	50
LENO-7-2-Ro	nodD.fa	nodD	1011	0	0.0000	0.0000	0
LENO-7-2-Ro	nfeD.fa	nfeD	1454	80	5.5021	5.6795	156
LENO-7-2-Ro	nifH.fa	nifH	997	836	83.8516	151.2618	486
LENO-7-2-Ro	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
LENO-7-2-Ro	fixL.fa	fixL	2018	0	0.0000	0.0000	0
LENO-7-2-Ro	nopP.fa	nopP	834	232	27.8177	1.4257	19
LENO-7-2-Ro	nodS.fa	nodS	738	0	0.0000	0.0000	0
LENO-7-2-Ro	nifW.fa	nifW	421	0	0.0000	0.0000	0
LENO-7-2-Ro	nodC.fa	nodC	1409	421	29.8793	5.2058	81
LENO-7-2-Ro	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
LENO-7-2-Ro	fixC.fa	fixC	1318	0	0.0000	0.0000	0
LENO-7-2-Ro	nodB.fa	nodB	714	0	0.0000	0.0000	0
LENO-7-2-Ro	nolB.fa	nolB	597	0	0.0000	0.0000	0
LENO-7-2-Ro	nodZ.fa	nodZ	993	146	14.7029	0.8197	11
LENO-7-2-Ro	fixK.fa	fixK	812	0	0.0000	0.0000	0
LENO-7-2-Ro	nodJ.fa	nodJ	921	360	39.0879	2.4072	29
LENO-7-2-Ro	nifN.fa	nifN	1367	52	3.8040	0.0651	3
LENO-7-2-Ro	fixB.fa	fixB	1143	0	0.0000	0.0000	0
LENO-7-2-Ro	nodA.fa	nodA	699	0	0.0000	0.0000	0
LENO-7-2-Ro	nifV.fa	nifV	1225	0	0.0000	0.0000	0
LENO-7-2-Ro	nopM.fa	nopM	1746	0	0.0000	0.0000	0
LENO-7-2-Ro	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
LENO-7-2-Ro	noeB.fa	noeB	1674	0	0.0000	0.0000	0
LENO-7-2-Ro	nodI.fa	nodI	1095	572	52.2374	18.0429	122
LENO-7-2-Ro	nifM.fa	nifM	825	0	0.0000	0.0000	0
LENO-7-2-Ro	Irr.fa	Irr	519	0	0.0000	0.0000	0
LENO-7-2-Ro	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
LENO-7-2-Ro	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
LENO-7-2-Ro	fixA.fa	fixA	1051	0	0.0000	0.0000	0
LENO-7-2-Ro	nopE.fa	nopE	1451	0	0.0000	0.0000	0
LENO-7-2-Ro	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
LENO-7-2-Ro	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
LENO-7-2-Ro	nifU.fa	nifU	540	0	0.0000	0.0000	0
LENO-7-2-Ro	nopL.fa	nopL	1110	0	0.0000	0.0000	0
LENO-7-2-Ro	nifE.fa	nifE	1714	556	32.4387	5.2567	74
LENO-7-2-Ro	nodX.fa	nodX	1121	0	0.0000	0.0000	0
LENO-7-2-Ro	fdxB.fa	fdxB	361	209	57.8947	7.5263	13
LENO-7-2-Ro	nolX.fa	nolX	1791	0	0.0000	0.0000	0
LENO-7-2-Ro	noeA.fa	noeA	1431	0	0.0000	0.0000	0
LENO-7-2-Ro	nodH.fa	nodH	802	0	0.0000	0.0000	0
LENO-7-2-Ro	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
LENO-7-2-No	noeI.fa	noeI	756	0	0.0000	0.0000	0
LENO-7-2-No	nodP.fa	nodP	906	122	13.4658	8.6645	110
LENO-7-2-No	nifT.fa	nifT	216	0	0.0000	0.0000	0
LENO-7-2-No	fixX.fa	fixX	297	0	0.0000	0.0000	0
LENO-7-2-No	nifD.fa	nifD	1532	1316	85.9008	5374.5209	8029
LENO-7-2-No	nolG.fa	nolG	3198	0	0.0000	0.0000	0
LENO-7-2-No	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
LENO-7-2-No	fixP.fa	fixP	876	0	0.0000	0.0000	0
LENO-7-2-No	nifS.fa	nifS	1292	163	12.6161	52.7283	869
LENO-7-2-No	nolF.fa	nolF	1110	0	0.0000	0.0000	0
LENO-7-2-No	nifK.fa	nifK	1542	1386	89.8833	4341.9137	8030
LENO-7-2-No	fixO.fa	fixO	745	0	0.0000	0.0000	0
LENO-7-2-No	nifB.fa	nifB	1527	720	47.1513	2667.0458	8019
LENO-7-2-No	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
LENO-7-2-No	nifZ.fa	nifZ	759	143	18.8406	1166.8024	8029
LENO-7-2-No	nodF.fa	nodF	333	0	0.0000	0.0000	0
LENO-7-2-No	nifJ.fa	nifJ	3528	274	7.7664	0.1190	2
LENO-7-2-No	fixN.fa	fixN	1697	0	0.0000	0.0000	0
LENO-7-2-No	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
LENO-7-2-No	nifA.fa	nifA	1753	0	0.0000	0.0000	0
LENO-7-2-No	nodU.fa	nodU	1823	208	11.4098	0.1141	1
LENO-7-2-No	nolU.fa	nolU	645	44	6.8217	61.9271	1180
LENO-7-2-No	nifY.fa	nifY	663	0	0.0000	0.0000	0
LENO-7-2-No	nodE.fa	nodE	1232	0	0.0000	0.0000	0
LENO-7-2-No	noeE.fa	noeE	1260	0	0.0000	0.0000	0
LENO-7-2-No	nodL.fa	nodL	612	0	0.0000	0.0000	0
LENO-7-2-No	nolL.fa	nolL	1191	0	0.0000	0.0000	0
LENO-7-2-No	nifQ.fa	nifQ	813	47	5.7811	0.1636	3
LENO-7-2-No	fixU.fa	fixU	258	57	22.0930	0.8140	4
LENO-7-2-No	nodT.fa	nodT	1521	0	0.0000	0.0000	0
LENO-7-2-No	nifX.fa	nifX	519	135	26.0116	575.1734	5277
LENO-7-2-No	nodD.fa	nodD	1011	0	0.0000	0.0000	0
LENO-7-2-No	nfeD.fa	nfeD	1454	83	5.7084	18.5220	1040
LENO-7-2-No	nifH.fa	nifH	997	837	83.9519	5751.0461	8016
LENO-7-2-No	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
LENO-7-2-No	fixL.fa	fixL	2018	0	0.0000	0.0000	0
LENO-7-2-No	nopP.fa	nopP	834	88	10.5516	0.1055	1
LENO-7-2-No	nodS.fa	nodS	738	27	3.6585	0.0623	2
LENO-7-2-No	nifW.fa	nifW	421	0	0.0000	0.0000	0
LENO-7-2-No	nodC.fa	nodC	1409	604	42.8673	1887.3840	8001
LENO-7-2-No	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
LENO-7-2-No	fixC.fa	fixC	1318	0	0.0000	0.0000	0
LENO-7-2-No	nodB.fa	nodB	714	82	11.4846	0.1415	2
LENO-7-2-No	nolB.fa	nolB	597	0	0.0000	0.0000	0
LENO-7-2-No	nodZ.fa	nodZ	993	0	0.0000	0.0000	0
LENO-7-2-No	fixK.fa	fixK	812	0	0.0000	0.0000	0
LENO-7-2-No	nodJ.fa	nodJ	921	423	45.9283	496.9609	3124
LENO-7-2-No	nifN.fa	nifN	1367	78	5.7059	15.1814	1049
LENO-7-2-No	fixB.fa	fixB	1143	0	0.0000	0.0000	0
LENO-7-2-No	nodA.fa	nodA	699	0	0.0000	0.0000	0
LENO-7-2-No	nifV.fa	nifV	1225	0	0.0000	0.0000	0
LENO-7-2-No	nopM.fa	nopM	1746	0	0.0000	0.0000	0
LENO-7-2-No	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
LENO-7-2-No	noeB.fa	noeB	1674	0	0.0000	0.0000	0
LENO-7-2-No	nodI.fa	nodI	1095	732	66.8493	2502.0210	8028
LENO-7-2-No	nifM.fa	nifM	825	0	0.0000	0.0000	0
LENO-7-2-No	Irr.fa	Irr	519	0	0.0000	0.0000	0
LENO-7-2-No	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
LENO-7-2-No	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
LENO-7-2-No	fixA.fa	fixA	1051	0	0.0000	0.0000	0
LENO-7-2-No	nopE.fa	nopE	1451	0	0.0000	0.0000	0
LENO-7-2-No	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
LENO-7-2-No	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
LENO-7-2-No	nifU.fa	nifU	540	0	0.0000	0.0000	0
LENO-7-2-No	nopL.fa	nopL	1110	0	0.0000	0.0000	0
LENO-7-2-No	nifE.fa	nifE	1714	741	43.2322	956.7544	8035
LENO-7-2-No	nodX.fa	nodX	1121	0	0.0000	0.0000	0
LENO-7-2-No	fdxB.fa	fdxB	361	184	50.9695	58.0111	277
LENO-7-2-No	nolX.fa	nolX	1791	0	0.0000	0.0000	0
LENO-7-2-No	noeA.fa	noeA	1431	0	0.0000	0.0000	0
LENO-7-2-No	nodH.fa	nodH	802	0	0.0000	0.0000	0
LENO-7-2-No	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
LENO-8-3-Rh	noeI.fa	noeI	756	0	0.0000	0.0000	0
LENO-8-3-Rh	nodP.fa	nodP	906	84	9.2715	71.8675	908
LENO-8-3-Rh	nifT.fa	nifT	216	0	0.0000	0.0000	0
LENO-8-3-Rh	fixX.fa	fixX	297	0	0.0000	0.0000	0
LENO-8-3-Rh	nifD.fa	nifD	1532	1013	66.1227	379.8701	2703
LENO-8-3-Rh	nolG.fa	nolG	3198	26	0.8130	0.1276	20
LENO-8-3-Rh	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
LENO-8-3-Rh	fixP.fa	fixP	876	0	0.0000	0.0000	0
LENO-8-3-Rh	nifS.fa	nifS	1292	0	0.0000	0.0000	0
LENO-8-3-Rh	nolF.fa	nolF	1110	0	0.0000	0.0000	0
LENO-8-3-Rh	nifK.fa	nifK	1542	577	37.4189	3.8671	131
LENO-8-3-Rh	fixO.fa	fixO	745	0	0.0000	0.0000	0
LENO-8-3-Rh	nifB.fa	nifB	1527	547	35.8219	121.7204	1442
LENO-8-3-Rh	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
LENO-8-3-Rh	nifZ.fa	nifZ	759	0	0.0000	0.0000	0
LENO-8-3-Rh	nodF.fa	nodF	333	0	0.0000	0.0000	0
LENO-8-3-Rh	nifJ.fa	nifJ	3528	323	9.1553	4.2438	143
LENO-8-3-Rh	fixN.fa	fixN	1697	0	0.0000	0.0000	0
LENO-8-3-Rh	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
LENO-8-3-Rh	nifA.fa	nifA	1753	20	1.1409	0.0228	2
LENO-8-3-Rh	nodU.fa	nodU	1823	0	0.0000	0.0000	0
LENO-8-3-Rh	nolU.fa	nolU	645	0	0.0000	0.0000	0
LENO-8-3-Rh	nifY.fa	nifY	663	0	0.0000	0.0000	0
LENO-8-3-Rh	nodE.fa	nodE	1232	0	0.0000	0.0000	0
LENO-8-3-Rh	noeE.fa	noeE	1260	0	0.0000	0.0000	0
LENO-8-3-Rh	nodL.fa	nodL	612	20	3.2680	0.5882	18
LENO-8-3-Rh	nolL.fa	nolL	1191	0	0.0000	0.0000	0
LENO-8-3-Rh	nifQ.fa	nifQ	813	0	0.0000	0.0000	0
LENO-8-3-Rh	fixU.fa	fixU	258	55	21.3178	1.1822	6
LENO-8-3-Rh	nodT.fa	nodT	1521	0	0.0000	0.0000	0
LENO-8-3-Rh	nifX.fa	nifX	519	0	0.0000	0.0000	0
LENO-8-3-Rh	nodD.fa	nodD	1011	157	15.5292	12.9258	92
LENO-8-3-Rh	nfeD.fa	nfeD	1454	34	2.3384	0.1032	5
LENO-8-3-Rh	nifH.fa	nifH	997	706	70.8124	154.3801	971
LENO-8-3-Rh	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
LENO-8-3-Rh	fixL.fa	fixL	2018	0	0.0000	0.0000	0
LENO-8-3-Rh	nopP.fa	nopP	834	201	24.1007	0.3657	2
LENO-8-3-Rh	nodS.fa	nodS	738	0	0.0000	0.0000	0
LENO-8-3-Rh	nifW.fa	nifW	421	0	0.0000	0.0000	0
LENO-8-3-Rh	nodC.fa	nodC	1409	506	35.9120	1.1207	7
LENO-8-3-Rh	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
LENO-8-3-Rh	fixC.fa	fixC	1318	0	0.0000	0.0000	0
LENO-8-3-Rh	nodB.fa	nodB	714	0	0.0000	0.0000	0
LENO-8-3-Rh	nolB.fa	nolB	597	0	0.0000	0.0000	0
LENO-8-3-Rh	nodZ.fa	nodZ	993	262	26.3847	0.4350	3
LENO-8-3-Rh	fixK.fa	fixK	812	0	0.0000	0.0000	0
LENO-8-3-Rh	nodJ.fa	nodJ	921	297	32.2476	1.0054	8
LENO-8-3-Rh	nifN.fa	nifN	1367	47	3.4382	0.0688	2
LENO-8-3-Rh	fixB.fa	fixB	1143	0	0.0000	0.0000	0
LENO-8-3-Rh	nodA.fa	nodA	699	0	0.0000	0.0000	0
LENO-8-3-Rh	nifV.fa	nifV	1225	0	0.0000	0.0000	0
LENO-8-3-Rh	nopM.fa	nopM	1746	0	0.0000	0.0000	0
LENO-8-3-Rh	fixJ.fa	fixJ	768	0	0.0000	0.0000	0
LENO-8-3-Rh	noeB.fa	noeB	1674	0	0.0000	0.0000	0
LENO-8-3-Rh	nodI.fa	nodI	1095	265	24.2009	77.3881	860
LENO-8-3-Rh	nifM.fa	nifM	825	0	0.0000	0.0000	0
LENO-8-3-Rh	Irr.fa	Irr	519	43	8.2852	0.0829	1
LENO-8-3-Rh	rhcS.fa	rhcS	279	0	0.0000	0.0000	0
LENO-8-3-Rh	fixQ.fa	fixQ	168	0	0.0000	0.0000	0
LENO-8-3-Rh	fixA.fa	fixA	1051	0	0.0000	0.0000	0
LENO-8-3-Rh	nopE.fa	nopE	1451	0	0.0000	0.0000	0
LENO-8-3-Rh	noeJ.fa	noeJ	915	0	0.0000	0.0000	0
LENO-8-3-Rh	nodQ.fa	nodQ	1922	0	0.0000	0.0000	0
LENO-8-3-Rh	nifU.fa	nifU	540	0	0.0000	0.0000	0
LENO-8-3-Rh	nopL.fa	nopL	1110	0	0.0000	0.0000	0
LENO-8-3-Rh	nifE.fa	nifE	1714	385	22.4621	85.1855	978
LENO-8-3-Rh	nodX.fa	nodX	1121	423	37.7342	0.5352	2
LENO-8-3-Rh	fdxB.fa	fdxB	361	0	0.0000	0.0000	0
LENO-8-3-Rh	nolX.fa	nolX	1791	0	0.0000	0.0000	0
LENO-8-3-Rh	noeA.fa	noeA	1431	0	0.0000	0.0000	0
LENO-8-3-Rh	nodH.fa	nodH	802	0	0.0000	0.0000	0
LENO-8-3-Rh	rhcR.fa	rhcR	669	0	0.0000	0.0000	0
LENO-8-3-Ro	noeI.fa	noeI	756	0	0.0000	0.0000	0
LENO-8-3-Ro	nodP.fa	nodP	906	303	33.4437	73.6887	660
LENO-8-3-Ro	nifT.fa	nifT	216	0	0.0000	0.0000	0
LENO-8-3-Ro	fixX.fa	fixX	297	0	0.0000	0.0000	0
LENO-8-3-Ro	nifD.fa	nifD	1532	1114	72.7154	527.9961	2531
LENO-8-3-Ro	nolG.fa	nolG	3198	104	3.2520	1.1382	53
LENO-8-3-Ro	rhcQ.fa	rhcQ	1195	0	0.0000	0.0000	0
LENO-8-3-Ro	fixP.fa	fixP	876	0	0.0000	0.0000	0
LENO-8-3-Ro	nifS.fa	nifS	1292	55	4.2570	4.7678	112
LENO-8-3-Ro	nolF.fa	nolF	1110	0	0.0000	0.0000	0
LENO-8-3-Ro	nifK.fa	nifK	1542	618	40.0778	199.6738	1797
LENO-8-3-Ro	fixO.fa	fixO	745	0	0.0000	0.0000	0
LENO-8-3-Ro	nifB.fa	nifB	1527	354	23.1827	56.5377	977
LENO-8-3-Ro	rpoN.fa	rpoN	1533	0	0.0000	0.0000	0
LENO-8-3-Ro	nifZ.fa	nifZ	759	88	11.5942	0.1159	1
LENO-8-3-Ro	nodF.fa	nodF	333	0	0.0000	0.0000	0
LENO-8-3-Ro	nifJ.fa	nifJ	3528	2677	75.8787	3.1120	17
LENO-8-3-Ro	fixN.fa	fixN	1697	0	0.0000	0.0000	0
LENO-8-3-Ro	fdxN.fa	fdxN	210	0	0.0000	0.0000	0
LENO-8-3-Ro	nifA.fa	nifA	1753	20	1.1409	0.1825	16
LENO-8-3-Ro	nodU.fa	nodU	1823	123	6.7471	0.1772	4
LENO-8-3-Ro	nolU.fa	nolU	645	0	0.0000	0.0000	0
LENO-8-3-Ro	nifY.fa	nifY	663	0	0.0000	0.0000	0
LENO-8-3-Ro	nodE.fa	nodE	1232	0	0.0000	0.0000	0
LENO-8-3-Ro	noeE.fa	noeE	1260	0	0.0000	0.0000	0
LENO-8-3-Ro	nodL.fa	nodL	612	29	4.7386	2.4216	52
LENO-8-3-Ro	nolL.fa	nolL	1191	0	0.0000	0.0000	0
LENO-8-3-Ro	nifQ.fa	nifQ	813	195	23.9852	0.5228	3
LENO-8-3-Ro	fixU.fa	fixU	258	55	21.3178	1.7984	9
LENO-8-3-Ro	nodT.fa	nodT	1521	0	0.0000	0.0000	0
LENO-8-3-Ro	nifX.fa	nifX	519	0	0.0000	0.0000	0
LENO-8-3-Ro	nodD.fa	nodD	1011	38	3.7587	0.0752	2
LENO-8-3-Ro	nfeD.fa	nfeD	1454	82	5.6396	0.2607	6
LENO-8-3-Ro	nifH.fa	nifH	997	736	73.8215	927.5216	4068
LENO-8-3-Ro	rhcN.fa	rhcN	1360	0	0.0000	0.0000	0
LENO-8-3-Ro	fixL.fa	fixL	2018	0	0.0000	0.0000	0
LENO-8-3-Ro	nopP.fa	nopP	834	222	26.6187	0.7458	4
LENO-8-3-Ro	nodS.fa	nodS	738	0	0.0000	0.0000	0
LENO-8-3-Ro	nifW.fa	nifW	421	0	0.0000	0.0000	0
LENO-8-3-Ro	nodC.fa	nodC	1409	416	29.5245	0.9347	7
LENO-8-3-Ro	rhcT.fa	rhcT	832	0	0.0000	0.0000	0
LENO-8-3-Ro	fixC.fa	fixC	1318	0	0.0000	0.0000	0
LENO-8-3-Ro	nodB.fa	nodB	714	0	0.0000	0.0000	0
LENO-8-3-Ro	nolB.fa	nolB	597	0	0.0000	0.0000	0
LENO-8-3-Ro	nodZ.fa	nodZ	993	41	4.1289	0.0765	2
LENO-8-3-Ro	fixK.fa	fixK	812	0	0.0000	0.0000	0
LENO-8-3-Ro	nodJ.fa	nodJ	921	159	17.2638	0.5320	6
LENO-8-3-Ro	nifN.fa	nifN	1367	83	6.0717	0.3782	8
