tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status	clean_sample_id_from_blast
DSNY-13-1-No|nifK|consensus50|strict_single_dominant	DSNY-13-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	92.732	853	55.3178	0	1242	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-13-1-No|nifK|consensus50|strict_single_dominant	DSNY-13-1-No	D03	Crotalaria pallida var. obovata	8/19/24	2.755	132.24	Quarter	DSNY-CRPA-13	dry	nodule	Fabaceae	DSNY	Crotalaria	Crotalarieae	DSNY_044	Osceola	Florida	yes	28.12693243	-81.43561487	20240320	nodule	Crotalaria	Crotalarieae	yes	NA
DSNY-92-1-Rh|nifK|consensus50|strict_single_dominant	DSNY-92-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	94.712	851	55.1881	0	1354	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-92-1-Rh|nifK|consensus50|strict_single_dominant	DSNY-92-1-Rh	D03	Crotalaria spectabilis	4/4/25	0.0625	3	Quarter	DSNY-92	dry	rhizosphere	Fabaceae	DSNY	Crotalaria	Crotalarieae	OSBS_031	Putnam	Florida	no	NA	NA	20240827	rhizosphere	Crotalaria	Crotalarieae	no	NA
JERC-149-Ro|nifK|consensus50|strict_single_dominant	JERC-149-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.239	1479	95.9144	0	2235	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-149-Ro|nifK|consensus50|strict_single_dominant	JERC-149-Ro	D03	Desmodium ciliare	5/14/25	0.148	7.104	Quarter	JERC-149	dry	root	Fabaceae	JERC	Desmodium	Desmodieae	JERC_062	NA	Unknown	yes	NA	NA	20240924	root	Desmodium	Desmodieae	yes	NA
DCFS-6-1-Rh|nifK|consensus50|strict_single_dominant	DCFS-6-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.395	860	55.7717	0	1192	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DCFS-6-1-Rh|nifK|consensus50|strict_single_dominant	DCFS-6-1-Rh	D09	Medicago lupulina	4/23/25	0	0	Quarter	DCFS-6	dry	rhizosphere	Fabaceae	DCFS	Medicago	Trifolieae	DCFS_065	Stutsman	ND	no	47.16085	99.11081	6/20/24	rhizosphere	Medicago	Trifolieae	no	NA
DSNY-85-1-No|nifK|consensus50|strict_single_dominant	DSNY-85-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.551	793	51.4267	0	1153	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DSNY-85-1-No|nifK|consensus50|strict_single_dominant	DSNY-85-1-No	D03	Desmodium triflorum	4/4/25	0.054	2.592	Quarter	DSNY-85	dry	nodule	Fabaceae	DSNY	Desmodium	Desmodieae	DSNY_015	Polk	Florida	yes	28.1094133	-81.4308468	20240904	nodule	Desmodium	Desmodieae	yes	NA
CLBJ-15-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-15-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.93	1425	92.4125	0	2004	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-15-1-Ro|nifK|consensus50|strict_single_dominant	CLBJ-15-1-Ro	D11	Lespedeza procumbens	6/19/24	0	0	Quarter	CLBJ-15	dry	root	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_002_T	Wise	TX	yes	33.40398	-97.57114	5/8/24	root	Lespedeza	Desmodieae	yes	NA
ORNL-5-1-Rh|nifK|consensus50|strict_single_dominant	ORNL-5-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.957	1515	98.249	0	2095	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	ORNL-5-1-Rh|nifK|consensus50|strict_single_dominant	ORNL-5-1-Rh	D07	Elaeagnus umbellata	2/17/25	5.125	246	Quarter	ORNL-5	dry	rhizosphere	Elaeagnaceae	ORNL	Elaeagnus	actinorhizal	ORNL_021	Anderson	TN	no	35.955556	-84.221111	5/15/24	rhizosphere	Elaeagnus	actinorhizal	no	NA
OAES-15-Rh|nifK|consensus50|strict_single_dominant	OAES-15-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.415	1491	96.6926	0	2085	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-15-Rh|nifK|consensus50|strict_single_dominant	OAES-15-Rh	D11	Astragalus crassicarpus var. crassicarpus	8/19/24	0.133	6.384	Quarter	OAES-15	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_021_R	Washita	OK	yes	35.41182	-99.07327	4/11/24	rhizosphere	Astragalus	Galegeae	yes	NA
YELL-7-1-Rh|nifK|consensus50|strict_single_dominant	YELL-7-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.487	883	57.2633	0	1201	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	YELL-7-1-Rh|nifK|consensus50|strict_single_dominant	YELL-7-1-Rh	D12	Astragalus sp.	4/4/25	0.679	32.592	Quarter	YELL-7	ethanol	rhizosphere	Fabaceae	YELL	Astragalus	Galegeae	YELL_016	Park County	WY	yes	NA	NA	7/11/24	rhizosphere	Astragalus	Galegeae	yes	NA
KONZ-1-Rh|nifK|consensus50|strict_single_dominant	KONZ-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	93.108	1451	94.0986	0	2139	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	KONZ-1-Rh|nifK|consensus50|strict_single_dominant	KONZ-1-Rh	D06	Lespedeza capitata	8/29/24	1.52	72.96	Quarter	KONZ-1	dry	rhizosphere	Fabaceae	KONZ	Lespedeza	Desmodieae	KONZ_046	Riley	KS	yes	39.103	-96.56374	20240703	rhizosphere	Lespedeza	Desmodieae	yes	NA
DCFS-1-2-Rh|nifK|consensus50|strict_single_dominant	DCFS-1-2-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWQ88865.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.47	745	48.3139	0	1042	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DCFS-1-2-Rh|nifK|consensus50|strict_single_dominant	DCFS-1-2-Rh	D09	Astragalus flexuosus	5/23/25	0	0	Quarter	DCFS-1	dry	rhizosphere	Fabaceae	DCFS	Astragalus	Galegeae	DCFS_006	Stutsman	ND	yes	47.17336	99.05106	6/6/24	rhizosphere	Astragalus	Galegeae	yes	NA
DEJU-55-Rh|nifK|consensus50|strict_single_dominant	DEJU-55-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	88.423	1408	91.31	0	1757	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	DEJU-55-Rh|nifK|consensus50|strict_single_dominant	DEJU-55-Rh	D19	Alnus viridis	5/23/25	0	0	Quarter	DEJU-55	ethanol	rhizosphere	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	rhizosphere	Alnus	actinorhizal	yes	NA
JERC-141-Rh|nifK|consensus50|strict_single_dominant	JERC-141-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QPI28281.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	90.26	924	59.9222	0	1266	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	JERC-141-Rh|nifK|consensus50|strict_single_dominant	JERC-141-Rh	D03	Clitoria mariana	5/14/25	0	0	Quarter	JERC-141	dry	rhizosphere	Fabaceae	JERC	Clitoria	Phaseoleae	JERC_010	Baker County	Georgia	yes	NA	NA	20240821	rhizosphere	Clitoria	Phaseoleae	yes	NA
RMNP-3-Rh|nifK|consensus50|strict_single_dominant	RMNP-3-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP03455.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	91.153	1379	89.4293	0	1929	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	RMNP-3-Rh|nifK|consensus50|strict_single_dominant	RMNP-3-Rh	D10	Oxytropis multiceps	4/24/25	0	0	Quarter	RMNP-3	dry	rhizosphere	Fabaceae	RMNP	Oxytropis	Galegeae	RMNP_016	Boulder	CO	yes	NA	NA	6/11/24	rhizosphere	Oxytropis	Galegeae	yes	NA
RMNP-4-No|nifK|consensus50|strict_single_dominant	RMNP-4-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|QND30486.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.782	597	38.716	0	763	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	RMNP-4-No|nifK|consensus50|strict_single_dominant	RMNP-4-No	D10	Oxytropis multiceps	4/24/25	0	0	Quarter	RMNP-4	dry	nodule	Fabaceae	RMNP	Oxytropis	Galegeae	RMNP_016	Boulder	CO	yes	NA	NA	6/2/24	nodule	Oxytropis	Galegeae	yes	NA
CLBJ-1-1-Rh|nifK|consensus50|strict_single_dominant	CLBJ-1-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|UIJ90931.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	89.747	1502	97.406	0	1995	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	CLBJ-1-1-Rh|nifK|consensus50|strict_single_dominant	CLBJ-1-1-Rh	D11	Vicia sativa	7/9/24	1.255	60.24	Quarter	CLBJ-1	dry	rhizosphere	Fabaceae	CLBJ	Vicia	Fabeae	CLBJ_001_T	Wise	TX	no	33.23888	-97.34109	3/20/24	rhizosphere	Vicia	Fabeae	no	NA
CLBJ-15-1-Rh|nifK|consensus50|strict_single_dominant	CLBJ-15-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	89.319	749	48.5733	0	941	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	CLBJ-15-1-Rh|nifK|consensus50|strict_single_dominant	CLBJ-15-1-Rh	D11	Lespedeza procumbens	6/19/24	0	0	Quarter	CLBJ-15	dry	rhizosphere	Fabaceae	CLBJ	Lespedeza	Desmodieae	CLBJ_002_T	Wise	TX	yes	33.40398	-97.57114	5/8/24	rhizosphere	Lespedeza	Desmodieae	yes	NA
OAES-1-1-No|nifK|consensus50|strict_single_dominant	OAES-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	89.112	1543	100.0649	0	1930	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-1-1-No|nifK|consensus50|strict_single_dominant	OAES-1-1-No	D11	Astragalus distortus	6/25/24	0.0895	4.296	Quarter	OAES-1	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_055_T	Washita	OK	yes	35.41368	-99.05573	3/27/24	nodule	Astragalus	Galegeae	yes	NA
OAES-7-1-Rh|nifK|consensus50|strict_single_dominant	OAES-7-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWR07657.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.762	1541	99.9351	0	1727	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-7-1-Rh|nifK|consensus50|strict_single_dominant	OAES-7-1-Rh	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	0	0	Quarter	OAES-7	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	rhizosphere	Astragalus	Galegeae	yes	NA
OAES-25-1-No|nifK|consensus50|strict_single_dominant	OAES-25-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	89.112	1543	100.0649	0	1930	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-25-1-No|nifK|consensus50|strict_single_dominant	OAES-25-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/4/24	0	0	Quarter	OAES-25	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_007_R	Washita	OK	yes	35.419991	-99.0567264	4/17/24	nodule	Astragalus	Galegeae	yes	NA
OAES-7-1-No|nifK|consensus50|strict_single_dominant	OAES-7-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	89.112	1543	100.0649	0	1930	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-7-1-No|nifK|consensus50|strict_single_dominant	OAES-7-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	3.24	155.52	Quarter	OAES-7	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	nodule	Astragalus	Galegeae	yes	NA
OAES-7-1-Ro|nifK|consensus50|strict_single_dominant	OAES-7-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	89.112	1543	100.0649	0	1930	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-7-1-Ro|nifK|consensus50|strict_single_dominant	OAES-7-1-Ro	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	2.01	96.48	Quarter	OAES-7	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_043_T	Washita	OK	yes	35.40511	-99.05857	4/2/24	root	Astragalus	Galegeae	yes	NA
OAES-4-1-No|nifK|consensus50|strict_single_dominant	OAES-4-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWR07657.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.697	1541	99.9351	0	1722	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-4-1-No|nifK|consensus50|strict_single_dominant	OAES-4-1-No	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	0	0	Quarter	OAES-4	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_042_T	Washita	OK	yes	35.40889	-99.05649	4/2/24	nodule	Astragalus	Galegeae	yes	NA
OAES-4-1-Ro|nifK|consensus50|strict_single_dominant	OAES-4-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifK|Sinorhizobium_meliloti_(Rhizobium_meliloti)|XWR07657.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	86.753	1540	99.8703	0	1725	Sinorhizobium	Strict single-dominant	Sinorhizobium	Sinorhizobium	OAES-4-1-Ro|nifK|consensus50|strict_single_dominant	OAES-4-1-Ro	D11	Astragalus nuttallianus var. nuttallianus	6/25/24	0.4035	19.368	Quarter	OAES-4	ethanol	root	Fabaceae	OAES	Astragalus	Galegeae	OAES_042_T	Washita	OK	yes	35.40889	-99.05649	4/2/24	root	Astragalus	Galegeae	yes	NA
OAES-16-1-No|nifK|consensus50|strict_single_dominant	OAES-16-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	88.658	1543	100.0649	0	1901	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-16-1-No|nifK|consensus50|strict_single_dominant	OAES-16-1-No	D11	Astragalus distortus	8/14/24	12.9	619.2	Half	OAES-16	ethanol	nodule	Fabaceae	OAES	Astragalus	Galegeae	OAES_003_R	Washita	OK	yes	35.41214	-99.06981	4/11/24	nodule	Astragalus	Galegeae	yes	NA
OAES-16-1-Rh|nifK|consensus50|strict_single_dominant	OAES-16-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifK/05_blast_taxon_annotation/nifK_strict_best_reference_hit_with_taxon.tsv	nifK_strict_best_reference_hit_with_taxon.tsv	strict	nifK	Rhizobium_sp._T1470	Rhizobium	nifK|Rhizobium_sp._T1470|WXL49764.1	Rhizobium_sp._T1470	88.903	1541	99.9351	0	1910	Rhizobium	Strict single-dominant	Rhizobium	Rhizobium	OAES-16-1-Rh|nifK|consensus50|strict_single_dominant	OAES-16-1-Rh	D11	Astragalus distortus	8/14/24	0.082	3.936	Quarter	OAES-16	ethanol	rhizosphere	Fabaceae	OAES	Astragalus	Galegeae	OAES_003_R	Washita	OK	yes	35.41214	-99.06981	4/11/24	rhizosphere	Astragalus	Galegeae	yes	NA
