tip_label	sample_root_id	source_file	source_file_name	tree_set	gene	closest_taxon	closest_genus	best_reference_id	best_reference_taxon	percent_identity	alignment_length	query_coverage_percent	evalue	bitscore	best_reference_genus	tree_set_label	closest_genus_report	closest_blast_genus	clean_sample_id_from_blast	sample_id.x	sample_id.y	domain	species	date_finalized	qubit_average	total_dna	nebnext_protocol	isotope_reference_name	sample_preservation	type	family	site	genus	tribe	plot_simple	county	state	native	lat	long	date_field_collection	sample_type	host_genus	host_tribe	native_status
DELA-1-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-1-3-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	90.777	1312	85.6397	0	1779	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DELA-1-3-No|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-1-3-No	D08	Sesbania herbacea	4/4/25	53	2544	Half	DELA-1	dry	nodule	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_008	Green County	AL	yes	32.539186	-87.81292	7/24/24	nodule	Sesbania	Sesbanieae	yes
N35-4-D-No|nifD|consensus50|pass_single_dominant	N35-4-D-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	91.013	1313	85.705	0	1781	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	N35-4-D-No|nifD|consensus50|pass_single_dominant	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DSNY-SEHE-60-No|nifD|consensus50|pass_single_dominant	DSNY-SEHE-60-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	90.259	1314	85.7702	0	1748	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DSNY-SEHE-60-No|nifD|consensus50|pass_single_dominant	DSNY-SEHE-60-No	D03	Sesbania herbacea	2/25/25	4.585	220.08	Quarter	DSNY-SEHE-60	dry	nodule	Fabaceae	DSNY	Sesbania	Sesbanieae	DSNY_081Q	Polk	Florida	yes	28.074618	-81.411575	20240724	nodule	Sesbania	Sesbanieae	yes
DELA-1-3-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-1-3-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	90.107	1314	85.7702	0	1759	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DELA-1-3-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-1-3-Rh	D08	Sesbania herbacea	4/4/25	14.9	715.2	Half	DELA-1	dry	rhizosphere	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_008	Green County	AL	yes	32.539186	-87.81292	7/24/24	rhizosphere	Sesbania	Sesbanieae	yes
DELA-29-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	89.954	1314	85.7702	0	1736	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DELA-29-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-No	D08	Sesbania herbacea	4/4/25	58.5	2808	Half	DELA-29	dry	nodule	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_040	Green County	AL	yes	32.53925	-87.80497	8/15/24	nodule	Sesbania	Sesbanieae	yes
DELA-29-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	90.715	1314	85.7702	0	1794	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DELA-29-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-Rh	D08	Sesbania herbacea	4/4/25	9.7	465.6	Half	DELA-29	dry	rhizosphere	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_040	Green County	AL	yes	32.53925	-87.80497	8/15/24	rhizosphere	Sesbania	Sesbanieae	yes
N35-4-D-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	N35-4-D-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Ensifer_aridi	Ensifer	nifD|Ensifer_aridi|XFE90111.1	Ensifer_aridi	90.269	781	50.9791	0	1035	Ensifer	Mixed-IUPAC	Ensifer	Ensifer	NA	N35-4-D-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DELA-31-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-31-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	83.308	1312	85.6397	0	1439	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	DELA-31-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-31-1-Rh	D08	Lespedeza cuneata	4/4/25	6.375	306	Half	DELA-31	dry	rhizosphere	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_003	Green County	AL	no	32.53425	-87.81316	8/15/24	rhizosphere	Lespedeza	Desmodieae	no
TOOL-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-2-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	84.399	1314	85.7702	0	1487	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	TOOL-2-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TOOL-2-Ro	D18	Dryas integrifolia	4/24/25	0.914	43.872	Quarter	TOOL-2	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_041	North Slope Borough	Alaska	yes	NA	NA	20240704	root	Dryas	actinorhizal	yes
WOOD-1-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-1-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Sinorhizobium_meliloti_(Rhizobium_meliloti)	Sinorhizobium	nifD|Sinorhizobium_meliloti_(Rhizobium_meliloti)|WQP23188.1	Sinorhizobium_meliloti_(Rhizobium_meliloti)	82.675	1316	85.9008	0	1432	Sinorhizobium	Mixed-IUPAC	Sinorhizobium	Sinorhizobium	NA	WOOD-1-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	WOOD-1-1-Ro	D09	Melilotus officinalis	5/2/25	0.286	13.728	Quarter	WOOD-1	ethanol	root	Fabaceae	WOOD	Melilotus	Trifolieae	DCFS_014	Stutsman	ND	no	46.89494	-98.6864	9/16/24	root	Melilotus	Trifolieae	no
YELL-6-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-6-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	84.527	1299	84.7911	0	1511	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	YELL-6-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-6-1-Ro	D12	Astragalus sp.	4/4/25	14.25	684	Half	YELL-6	ethanol	root	Fabaceae	YELL	Astragalus	Galegeae	YELL_026	Park County	WY	yes	NA	NA	7/11/24	root	Astragalus	Galegeae	yes
DELA-31-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-31-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Ensifer_aridi	Ensifer	nifD|Ensifer_aridi|XFE90111.1	Ensifer_aridi	82.205	1315	85.8355	0	1378	Ensifer	Mixed-IUPAC	Ensifer	Ensifer	NA	DELA-31-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-31-1-Ro	D08	Lespedeza cuneata	4/4/25	8.015	384.72	Half	DELA-31	dry	root	Fabaceae	DELA	Lespedeza	Desmodieae	DELA_003	Green County	AL	no	32.53425	-87.81316	8/15/24	root	Lespedeza	Desmodieae	no
TALL-67-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-67-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	85.231	1300	84.8564	0	1543	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	TALL-67-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-67-1-Ro	D08	Lespedeza repens	4/8/25	6.095	292.56	Half	TALL-67	dry	root	Fabaceae	TALL	Lespedeza	Desmodieae	TALL_055	Bibb County	AL	yes	32.948748	-87.398587	9/3/24	root	Lespedeza	Desmodieae	yes
JERC-151-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-151-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	84.215	1305	85.1828	0	1491	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	JERC-151-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-151-Ro	D03	Tephrosia virginiana	5/14/25	0.452	21.696	Quarter	JERC-151	dry	root	Fabaceae	JERC	Tephrosia	Millettieae	JERC_015	Baker County	Georgia	yes	NA	NA	20241002	root	Tephrosia	Millettieae	yes
JERC-87-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-87-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	84.352	818	53.3943	0	952	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	JERC-87-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-87-1-No	D03	Crotalaria juncea	5/14/25	0	0	Quarter	JERC-87	dry	nodule	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_034	Baker County	Georgia	no	31.19805	-84.48836667	20240625	nodule	Crotalaria	Crotalarieae	no
JERC-87-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-87-1-Rh	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	84.348	805	52.5457	0	913	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	JERC-87-1-Rh|nifD|consensus50|pass_mixed_possible_multitemplate	JERC-87-1-Rh	D03	Crotalaria juncea	5/14/25	0	0	Quarter	JERC-87	dry	rhizosphere	Fabaceae	JERC	Crotalaria	Crotalarieae	JERC_034	Baker County	Georgia	no	31.19805	-84.48836667	20240625	rhizosphere	Crotalaria	Crotalarieae	no
HEAL-3-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	HEAL-3-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	84.287	1311	85.5744	0	1491	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	HEAL-3-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	HEAL-3-1-No	D19	Alnus viridis	4/4/25	23.65	1135.2	Half	HEAL-3	ethanol	nodule	Betulaceae	HEAL	Alnus	actinorhizal	HEAL_010	Denali Borough	Alaska	yes	63.87738 N	149.26297 W	20240723	nodule	Alnus	actinorhizal	yes
TALL-73-2-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-73-2-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Rhizobium_sp._ZK1	Rhizobium	nifD|Rhizobium_sp._ZK1|XON24430.1	Rhizobium_sp._ZK1	84.756	1312	85.6397	0	1465	Rhizobium	Mixed-IUPAC	Rhizobium	Rhizobium	NA	TALL-73-2-No|nifD|consensus50|pass_mixed_possible_multitemplate	TALL-73-2-No	D08	Morella cerifera	4/8/25	36.55	1754.4	Half	TALL-73	dry	nodule	Myricaceae	TALL	Morella	actinorhizal	TALL_R_022	Bibb County	AL	yes	32.906455	-87.390317	9/4/24	nodule	Morella	actinorhizal	yes
DELA-29-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	85.769	1314	85.7702	0	1592	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	DELA-29-1-Ro|nifD|consensus50|pass_mixed_possible_multitemplate	DELA-29-1-Ro	D08	Sesbania herbacea	4/4/25	8.895	426.96	Half	DELA-29	dry	root	Fabaceae	DELA	Sesbania	Sesbanieae	DELA_040	Green County	AL	yes	32.53925	-87.80497	8/15/24	root	Sesbania	Sesbanieae	yes
YELL-3-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-3-5-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	86.249	909	59.3342	0	1088	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	YELL-3-5-No|nifD|consensus50|pass_mixed_possible_multitemplate	YELL-3-5-No	D12	Lupinus sericieus	4/1/25	8.39	402.72	Half	YELL-3	ethanol	nodule	Fabaceae	YELL	Lupinus	Genisteae	YELL_018	Park County	WY	yes	NA	NA	7/11/24	nodule	Lupinus	Genisteae	yes
DEJU-18-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-18-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Ensifer_aridi	Ensifer	nifD|Ensifer_aridi|XFE90111.1	Ensifer_aridi	83.773	1288	84.0731	0	1363	Ensifer	Mixed-IUPAC	Ensifer	Ensifer	NA	DEJU-18-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-18-1-No	D19	Alnus viridis	4/2/25	11.7	561.6	Half	DEJU-18	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_046	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes
DEJU-22-1-No|nifD|consensus50|pass_single_dominant	DEJU-22-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	85.573	1310	85.5091	0	1443	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	DEJU-22-1-No|nifD|consensus50|pass_single_dominant	DEJU-22-1-No	D19	Alnus viridis	4/2/25	6.96	334.08	Half	DEJU-22	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_046	NA	Alaska	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes
DEJU-55-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-55-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	88.72	1312	85.6397	0	1709	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	DEJU-55-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-55-No	D19	Alnus viridis	5/23/25	7.73	371.04	Half	DEJU-55	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes
DEJU-57-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-57-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	86.89	1312	85.6397	0	1640	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	DEJU-57-No|nifD|consensus50|pass_mixed_possible_multitemplate	DEJU-57-No	D19	Alnus viridis	5/23/25	13.8	662.4	Half	DEJU-57	ethanol	nodule	Betulaceae	DEJU	Alnus	actinorhizal	DEJU_045	NA	Unknown	yes	NA	NA	NA	nodule	Alnus	actinorhizal	yes
SCBI-10-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	SCBI-10-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	88.872	1312	85.6397	0	1681	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	SCBI-10-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	SCBI-10-1-No	D02	Elaeagnus umbellata	4/24/25	11.45	549.6	Half	SCBI-10	ethanol	nodule	Elaeagnaceae	SCBI	Elaeagnus	actinorhizal	SCBI-010	Warren	VA	no	38.884814	-78.125158	7/2/24	nodule	Elaeagnus	actinorhizal	no
TOOL-5-Ro|nifD|consensus50|pass_single_dominant	TOOL-5-Ro	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._KLBC_81	Microvirga	nifD|Microvirga_sp._KLBC_81|PVE21500.1	Microvirga_sp._KLBC_81	89.45	1308	85.3786	0	1681	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	TOOL-5-Ro|nifD|consensus50|pass_single_dominant	TOOL-5-Ro	D18	Dryas octopetala	4/24/25	0.1775	8.52	Quarter	TOOL-5	ethanol	root	Rosaceae	TOOL	Dryas	actinorhizal	TOOL_032	North Slope Borough	Alaska	yes	NA	NA	20240706	root	Dryas	actinorhizal	yes
DSNY-15-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-15-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Mesorhizobium_sp._WSM2240	Mesorhizobium	nifD|Mesorhizobium_sp._WSM2240|XCG49716.1	Mesorhizobium_sp._WSM2240	85.67	1305	85.1828	0	1472	Mesorhizobium	Mixed-IUPAC	Mesorhizobium	Mesorhizobium	NA	DSNY-15-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	DSNY-15-1-No	D03	Morella cerifera	8/19/24	13.3	638.4	Half	DSNY-MOCE-15	dry	nodule	Myricaceae	DSNY	Morella	actinorhizal	DSNY _042	Osceola	Florida	yes	NA	NA	20240401	nodule	Morella	actinorhizal	yes
MLBS-1-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	MLBS-1-1-No	/Users/rosa/Desktop/ALLWork/Madison/Project/ryan-nitfix/intbio-nitfix-git/symbiosis_sorted_all_sample_consensus_sequences_50percent/result/gene_trees_full/nifD/05_blast_taxon_annotation/nifD_iupac_best_reference_hit_with_taxon.tsv	nifD_iupac_best_reference_hit_with_taxon.tsv	iupac	nifD	Microvirga_sp._RSM25	Microvirga	nifD|Microvirga_sp._RSM25|XKE00371.1	Microvirga_sp._RSM25	88.571	910	59.3995	0	1123	Microvirga	Mixed-IUPAC	Microvirga	Microvirga	NA	MLBS-1-1-No|nifD|consensus50|pass_mixed_possible_multitemplate	MLBS-1-1-No	D07	Elaeagnus umbellata	2/17/25	0	0	Quarter	MLBS-1	dry	nodule	Elaeagnaceae	MLBS	Elaeagnus	actinorhizal	MLBS_030	Giles	VA	no	37.43	-80.508333	5/15/24	nodule	Elaeagnus	actinorhizal	no
