threshold	min_percent_covered	min_mean_depth	gene	sample_group	rows	unique_samples	targets_tested	good_rows	samples_with_at_least_one_good_target	good_sample_fraction	median_percent_covered	median_mean_depth	mean_percent_covered	mean_mean_depth	max_mean_depth
pct50_depth5	50.0	5.0	nodD	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct50_depth5	50.0	5.0	nodD	No	952	952	1	20	20	0.0210	0.0000	0.0000	4.4486	41.6721	7945.7706
pct50_depth5	50.0	5.0	nodD	Rh	989	989	1	17	17	0.0172	0.0000	0.0000	3.8109	0.7955	415.0600
pct50_depth5	50.0	5.0	nodD	Ro	964	964	1	20	20	0.0207	0.0000	0.0000	4.3861	14.7119	6491.2529
pct50_depth5	50.0	5.0	nodH	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct50_depth5	50.0	5.0	nodH	No	952	952	1	20	20	0.0210	0.0000	0.0000	4.3568	41.5805	7945.9076
pct50_depth5	50.0	5.0	nodH	Rh	989	989	1	18	18	0.0182	0.0000	0.0000	3.9878	0.7752	440.7122
pct50_depth5	50.0	5.0	nodH	Ro	964	964	1	21	21	0.0218	0.0000	0.0000	4.3577	13.8304	6953.6801
pct50_depth5	50.0	5.0	nodI	MC	18	2	9	2	2	1.0000	0.0000	0.0000	16.9917	2.9676	28.5179
pct50_depth5	50.0	5.0	nodI	No	8568	952	9	1798	781	0.8204	10.0419	1.3187	27.8956	343.3569	7946.7264
pct50_depth5	50.0	5.0	nodI	Rh	8901	989	9	1421	719	0.7270	10.2719	1.7872	24.2301	55.6938	7848.4654
pct50_depth5	50.0	5.0	nodI	Ro	8676	964	9	1109	645	0.6691	6.8027	0.5335	22.9484	36.0464	7942.9382
pct50_depth5	50.0	5.0	nodJ	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct50_depth5	50.0	5.0	nodJ	No	952	952	1	17	17	0.0179	0.0000	0.0000	4.6598	40.9737	7945.5982
pct50_depth5	50.0	5.0	nodJ	Rh	989	989	1	14	14	0.0142	0.0000	0.0000	3.7187	0.9209	382.3054
pct50_depth5	50.0	5.0	nodJ	Ro	964	964	1	19	19	0.0197	0.0000	0.0000	4.2205	10.2824	5000.4651
pct50_depth5	50.0	5.0	nodL	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct50_depth5	50.0	5.0	nodL	No	952	952	1	178	178	0.1870	11.7754	1.4973	30.3077	320.1538	7925.5598
pct50_depth5	50.0	5.0	nodL	Rh	989	989	1	169	169	0.1709	13.2246	2.7518	29.6213	66.8156	7692.8678
pct50_depth5	50.0	5.0	nodL	Ro	964	964	1	135	135	0.1400	8.8768	0.5091	27.4855	49.8007	7920.2754
pct50_depth5	50.0	5.0	nodQ	MC	4	2	2	0	0	0.0000	15.5241	2.1623	17.4582	2.7557	6.4450
pct50_depth5	50.0	5.0	nodQ	No	1904	952	2	291	288	0.3025	14.9533	2.6622	26.1229	293.2252	7946.5783
pct50_depth5	50.0	5.0	nodQ	Rh	1978	989	2	319	313	0.3165	15.7581	1.6000	26.7494	235.9426	7857.3339
pct50_depth5	50.0	5.0	nodQ	Ro	1928	964	2	293	289	0.2998	12.9284	1.3517	25.5493	110.2263	7939.8531
pct50_depth5	50.0	5.0	nodS	MC	8	2	4	2	2	1.0000	0.0000	0.0000	25.0000	3.5341	17.3746
pct50_depth5	50.0	5.0	nodS	No	3808	952	4	375	361	0.3792	0.0000	0.0000	16.6410	180.3499	7947.1825
pct50_depth5	50.0	5.0	nodS	Rh	3956	989	4	185	175	0.1769	0.0000	0.0000	12.1632	19.0862	7609.5746
pct50_depth5	50.0	5.0	nodS	Ro	3856	964	4	210	199	0.2064	0.0000	0.0000	13.1117	16.6631	7827.9397
pct50_depth5	50.0	5.0	nodU	MC	10	2	5	2	2	1.0000	0.0000	0.0000	20.4926	4.1339	25.5901
pct50_depth5	50.0	5.0	nodU	No	4760	952	5	587	562	0.5903	2.2767	0.1747	16.7765	256.0547	7946.0784
pct50_depth5	50.0	5.0	nodU	Rh	4945	989	5	352	335	0.3387	1.6609	0.1236	13.1426	20.4342	7423.5105
pct50_depth5	50.0	5.0	nodU	Ro	4820	964	5	364	351	0.3641	1.2027	0.0467	13.6913	15.6468	7820.3766
pct50_depth5	50.0	5.0	nodX	MC	2	2	1	0	0	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
pct50_depth5	50.0	5.0	nodX	No	952	952	1	89	89	0.0935	0.0000	0.0000	16.7313	89.4852	7939.5127
pct50_depth5	50.0	5.0	nodX	Rh	989	989	1	84	84	0.0849	0.0000	0.0000	13.8006	31.4215	7939.5127
pct50_depth5	50.0	5.0	nodX	Ro	964	964	1	71	71	0.0737	0.0000	0.0000	13.7399	34.4931	7830.2717
pct50_depth5	50.0	5.0	nodZ	MC	8	2	4	2	2	1.0000	0.0000	0.0000	27.4242	4.4967	22.9344
pct50_depth5	50.0	5.0	nodZ	No	3808	952	4	523	510	0.5357	0.0000	0.0000	18.9605	265.2979	7945.9820
pct50_depth5	50.0	5.0	nodZ	Rh	3956	989	4	245	243	0.2457	0.0000	0.0000	13.8554	23.2307	7548.2399
pct50_depth5	50.0	5.0	nodZ	Ro	3856	964	4	275	275	0.2853	0.0000	0.0000	14.5332	15.4608	7725.3621
