DATASET_GRADIENT
SEPARATOR TAB
DATASET_LABEL	BLAST reference coverage
NOGP-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
WOOD-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
HEAL-2-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
NOGP-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
WOOD-6-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
WOOD-11-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	90.7159
OSBS-104-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-CRMA-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
HEAL-1-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-135-3-Rh|nifH|consensus50|pass_single_dominant	91.6107
WOOD-12-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DCFS-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DCFS-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-132-3-Rh|nifH|consensus50|pass_single_dominant	93.4463
WOOD-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-40-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-110-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
WOOD-9-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-73-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
YELL-5-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-100-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-91-1-Rh|nifH|consensus50|pass_single_dominant	95.4802
NOGP-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
HEAL-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-139-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-158-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-69-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-54-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
SCBI-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
SCBI-9-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
SJER-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
TALL-17-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-58-Rh|nifH|consensus50|pass_single_dominant	93.6723
SJER-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-92-1-Ro|nifH|consensus50|pass_single_dominant	93.6723
JERC-157-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-30-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
WOOD-3-2-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-131-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
SERC-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.1700
SCBI-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
TEAK-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DCFS-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
SJER-1-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-39-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
JERC-140-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DEJU-54-No|nifH|consensus50|pass_single_dominant	92.5056
JERC-140-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-149-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DSNY-88-1-Rh|nifH|consensus50|pass_single_dominant	89.2617
GRSM-4-2-Ro|nifH|consensus50|pass_single_dominant	91.6107
OSBS-97-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
MLBS-2-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-18-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-154-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
NOGP-1-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-29-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OSBS-37-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DCFS-7-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-13-3-Ro|nifH|consensus50|pass_single_dominant	91.9463
TALL-15-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-24-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
N38-2-D-Rh|nifH|consensus50|pass_single_dominant	92.1700
CLBJ-28-3-Rh|nifH|consensus50|pass_single_dominant	91.9463
DSNY-36-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
GUAN-2-Rh|nifH|consensus50|pass_single_dominant	92.5056
DSNY-GARE-35-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DEJU-22-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-31-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-13-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
WOOD-8-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-21-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-28-1-No|nifH|consensus50|pass_single_dominant	93.2886
CPER-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DELA-22-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
SCBI-13-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-197-1-No|nifH|consensus50|pass_single_dominant	91.9463
TOOL-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TOOL-6-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TOOL-5-No|nifH|consensus50|pass_single_dominant	92.9944
TOOL-7-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
OAES-37-2-Rh|nifH|consensus50|pass_single_dominant	91.6107
TOOL-11-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
TOOL-34-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-119-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-21-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	90.2685
DCFS-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-161-Rh|nifH|consensus50|pass_single_dominant	91.9463
DCFS-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-145-1-Rh|nifH|consensus50|pass_single_dominant	91.9463
OSBS-28-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-173-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-16-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-160-Rh|nifH|consensus50|pass_single_dominant	91.2752
JERC-30-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
RMNP-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-7-1-No|nifH|consensus50|pass_single_dominant	91.6107
CLBJ-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-23-1-Ro|nifH|consensus50|pass_single_dominant	91.6107
OAES-27-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	89.3736
OSBS-20-1-Ro|nifH|consensus50|pass_single_dominant	91.6107
DSNY-CRMA-35-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
JERC-88-1-Rh|nifH|consensus50|pass_single_dominant	92.5056
DSNY-96-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.0515
TALL-30-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
YELL-4-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
ORNL-12-1-Ro|nifH|consensus50|pass_single_dominant	91.6107
DSNY-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-89-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TALL-31-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
DSNY-64-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
GUAN-5-Rh|nifH|consensus50|pass_single_dominant	93.6723
OSBS-37-1-Rh|nifH|consensus50|pass_single_dominant	91.9463
JERC-146-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-138-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-93-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-83-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
DSNY-70-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-156-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
LENO-5-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-DESM-74-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
UNDE-5-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
OAES-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-84-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
OSBS-86-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-86-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
LENO-5-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
LENO-13-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-56-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-48-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DEJU-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-53-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DSNY-79-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
JERC-170-Rh|nifH|consensus50|pass_single_dominant	91.6107
TOOL-5-Rh|nifH|consensus50|pass_single_dominant	91.0515
GUAN-7-1-Ro|nifH|consensus50|pass_single_dominant	92.9530
OSBS-82-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-42-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
LENO-2-1-Ro|nifH|consensus50|pass_single_dominant	91.4124
LENO-7-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
DEJU-50-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
GUAN-9-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
OSBS-81-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
TALL-50-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-146-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-99-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
OSBS-36-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-41-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-74-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-30-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8412
TALL-26-3-Rh|nifH|consensus50|pass_single_dominant	92.5056
DELA-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
JERC-132-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-169-Rh|nifH|consensus50|pass_single_dominant	93.6723
DELA-8-2-Rh|nifH|consensus50|pass_single_dominant	93.8983
BONA-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
OSBS-35-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-32-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-6-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DSNY-CRMA-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-GAEL-33-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-6-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
GUAN-8-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.8814
KONZ-12-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-24-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-26-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
CLBJ-26-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-GARE-35-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
DSNY-CRMA-35-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-27-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-41-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-25-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
CLBJ-46-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DELA-28-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.5578
LAJA-20-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.0282
LAJA-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.2886
DELA-2-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.1043
LAJA-2-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
DSNY-95-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LAJA-11-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.1247
LAJA-12-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-14-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.4649
SCBI-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.4444
LAJA-17-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	96.7120
DELA-28-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.0113
LAJA-17-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.8050
LAJA-19-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	98.6395
TALL-72-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-72-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
ORNL-9-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.4802
DSNY-39-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	94.7846
LAJA-13-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.1538
LAJA-13-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	95.4649
JERC-204-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-18-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-DEFL-31-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-186-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-22-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-155-Rh|nifH|consensus50|pass_single_dominant	93.6723
TALL-2-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.3937
JERC-202-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	94.4444
JERC-CRRO-64-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-48-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-3-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-183-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
JERC-92-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CHNI-86-4-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-28-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEFL-75-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-83-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
GUAN-7-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-51-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-68-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-17-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-33-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-63-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
TALL-69-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
TALL-36-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-49-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-43-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-50-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-44-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-19-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-11-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.0282
TALL-10-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-16-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-7-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-19-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-6-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-8-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-66-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
HEAL-14-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CRRO-70-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-16-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-40-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-154-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
KONZ-8-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-164-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DEJU-55-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.9530
NOGP-7-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TOOL-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
TOOL-7-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
WOOD-1-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
RMNP-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
SCBI-13-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-58-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-134-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-204-1-No|nifH|consensus50|pass_single_dominant	93.6723
TOOL-8-Rh|nifH|consensus50|pass_single_dominant	91.9463
YELL-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-65-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-177-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-59-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TOOL-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
OSBS-28-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
OSBS-29-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
TALL-88-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DELA-1-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.0582
N39-2-D-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.5593
DSNY-83-4-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
N38-2-D-No|nifH|consensus50|pass_single_dominant	93.6723
TALL-23-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TOOL-33-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.3311
TOOL-3-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.3937
OSBS-80-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9192
DSNY-34-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-86-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
KONZ-3-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
HEAL-8-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
LAJA-5-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	92.5056
CLBJ-25-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-27-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-25-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-GARE-35-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
LAJA-4-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
DSNY-36-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
OSBS-30-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
CLBJ-25-2-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-89-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
CLBJ-48-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.7853
ORNL-3-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-RHTO-58-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-45-5-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-168-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-175-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-DEFL-31-5-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-90-Rh|nifH|consensus50|pass_single_dominant	93.4463
JERC-203-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
DSNY-29-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	92.0904
DEJU-51-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-68-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-48-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TOOL-6-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-36-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-21-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-83-5-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-98-4-No|nifH|consensus50|pass_mixed_possible_multitemplate	94.9153
DSNY-90-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.6107
DELA-19-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-23-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-93-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
JERC-202-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
LAJA-5-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
TALL-32-1-No|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-2-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	91.9463
DELA-27-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
TALL-37-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DELA-4-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	95.1412
CLBJ-16-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	94.1043
DEJU-40-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6508
DSNY-69-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-82-3-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
LAJA-2-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
LENO-6-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
UNDE-4-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
YELL-1-2-No|nifH|consensus50|pass_mixed_possible_multitemplate	91.2752
DSNY-24-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-24-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.4463
DSNY-44-1-No|nifH|consensus50|pass_single_dominant	95.5932
DSNY-57-No|nifH|consensus50|pass_single_dominant	95.2542
DSNY-90-No|nifH|consensus50|pass_single_dominant	93.6723
CLBJ-29-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-48-1-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CLMA-83-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-STBI-72-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
JERC-CLMA-73-2-Rh|nifH|consensus50|pass_single_dominant	93.6723
JERC-CLMA-73-2-Ro|nifH|consensus50|pass_single_dominant	93.6723
UKFS-3-2-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
KONZ-11-1-Rh|nifH|consensus50|pass_single_dominant	93.6723
OSBS-82-1-Ro|nifH|consensus50|pass_single_dominant	93.6723
DSNY-38-3-Ro|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
DSNY-43-1-Rh|nifH|consensus50|pass_mixed_possible_multitemplate	93.6723
